Entity,Code,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),Renewables (% electricity),Hydro (% equivalent primary energy),Hydro (% electricity),Wind Capacity,Wind (% equivalent primary energy),Wind (% electricity),Solar Capacity,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total,Geothermal Capacity
Germany,DEU,1992,1.5204551,1.562,0.002,0.275,18.635,0.29,17.4,0.0,2.04,3.6971107,1.374379,3.260503,,0.020281952,0.05434172,,0.00014757218,0.0,0.05167209,
Germany,DEU,1993,1.5835441,1.663,0.003,0.6,18.96,0.67,17.88,0.0,1.97,3.9273474,1.4045883,3.4220748,,0.044449,0.12823212,,0.00022199804,0.0,0.05167209,
Germany,DEU,1994,1.7396334,1.906,0.004,0.909,20.195,1.43,19.93,0.01,2.07,4.4629765,1.5102125,3.7946725,,0.06797639,0.27227202,,0.000299262,0.0019040002,0.28933114,
Germany,DEU,1995,1.8891898,2.049,0.005,1.5,21.556,1.71,21.78,0.01,2.43,4.8666506,1.6036263,4.087761,,0.11159026,0.32093993,,0.00037178717,0.0018768416,0.36166975,0.0
Germany,DEU,1996,1.6823945,2.143,0.006,2.032,18.818,2.08,21.96,0.01,2.5,4.821224,1.3552536,3.9877245,,0.14634264,0.37770796,0.028,0.00043231042,0.0018159037,0.5683348,
Germany,DEU,1997,1.8035167,2.297,0.011,2.966,18.952,3.03,17.36,0.02,2.65,4.2079525,1.3826368,3.1678255,2.089,0.21638356,0.5529096,0.042,0.0008025029,0.0036495684,0.9300046,
Germany,DEU,1998,1.970565,2.718,0.015,4.489,19.002,4.59,17.22,0.04,3.06,4.509577,1.3978573,3.117419,2.877,0.33022738,0.8309497,0.054,0.0011034524,0.0072413916,1.0333371,
Germany,DEU,1999,2.2275858,2.94,0.019,5.528,20.686,5.53,19.65,0.03,3.51,5.197814,1.5432659,3.5563037,4.4350000000000005,0.41241297,1.0008326,0.07,0.0014174826,0.0054294714,1.3433348,
Germany,DEU,2000,2.8871117,3.4,0.0,9.5,24.9,9.35,21.73,0.06,4.33,6.1977983,1.8461816,3.7969596,6.095,0.7043665,1.6337587,0.114,0.0,0.010484012,2.583337,0.0
Germany,DEU,2001,2.9411676,5.2,0.1,10.5,23.2,10.46,22.73,0.12,4.59,6.513259,1.6775793,3.9062364,8.754,0.75924927,1.7975906,0.195,0.0072309473,0.020622455,3.6166625,0.0
Germany,DEU,2002,3.538632,6.4,0.2,15.8,23.7,15.86,23.12,0.19,5.31,7.6431365,1.7243558,3.9727814,12.001,1.1495706,2.7252731,0.26,0.014551527,0.03264829,5.6833367,0.0
Germany,DEU,2003,3.6419897,8.948651,0.313,19.087,18.321198,19.09,18.32,0.31,8.95,7.745544,1.3248755,3.0404623,14.381,1.3802536,3.1682546,0.435,0.022634221,0.051448867,6.912907,0.0
Germany,DEU,2004,4.5165977,10.635514,0.557,26.019,20.745722,26.02,20.75,0.56,10.64,9.498919,1.4908614,3.4000785,16.419,1.8698179,4.2636166,1.105,0.040028,0.09176116,10.579198,0.2
Germany,DEU,2005,5.2084193,14.7062,1.308,27.774,19.638,27.77,19.64,1.28,14.71,10.335665,1.41905,3.201774,18.248,2.0069606,4.5271516,2.056,0.09451661,0.20866957,16.176365,0.2
Germany,DEU,2006,6.0263047,18.9344,2.265,31.324,20.031,31.32,20.03,2.22,18.94,11.512996,1.4030259,3.1803243,20.474,2.1940184,4.9729285,2.899,0.15864678,0.35248727,26.60217,0.2
Germany,DEU,2007,7.6538334,24.6164,3.137,40.507,21.17,40.51,21.17,3.08,24.62,14.135471,1.5374829,3.3480413,22.116,2.941843,6.406667,4.17,0.22782634,0.48710284,33.02326,3.0
Germany,DEU,2008,7.8176284,28.0316,4.508,41.385,20.443,41.38,20.44,4.42,28.04,14.88945,1.459999,3.2280478,22.794,2.9556358,6.53506,6.12,0.32195252,0.6980417,29.390696,3.0
Germany,DEU,2009,8.45428,30.9048,6.715,39.42,19.031,39.42,19.03,6.58,30.91,16.290285,1.4394774,3.231229,25.732,2.981672,6.693381,10.564,0.50791293,1.1172615,29.409874,8.0
Germany,DEU,2010,8.792469,33.9517,11.963,38.547,20.953,38.55,20.95,11.73,33.949997,16.8385,1.5116826,3.353932,26.903,2.7810256,6.1715546,18.004,0.8630869,1.8778816,36.448257,8.0
Germany,DEU,2011,10.566965,36.9098,19.991,49.857,17.671,49.86,17.67,19.6,36.91,20.496721,1.3137597,2.9198408,28.712,3.7066445,8.239007,25.914,1.4862412,3.2387595,35.813656,6.0
Germany,DEU,2012,11.899699,43.2284,26.744,51.68,21.755,51.68,21.75,26.38,43.23,23.056463,1.5856501,3.5058591,30.979,3.7667844,8.330244,34.075,1.9492818,4.252164,33.560238,16.0
Germany,DEU,2013,12.063335,45.593,30.621,52.737,22.998,52.74,23.0,31.01,45.59,24.136892,1.6202364,3.6441414,33.477000000000004,3.715384,8.356174,36.708,2.1572857,4.9132533,35.74399,26.0
Germany,DEU,2014,13.278847,48.385,34.558,58.497,19.587,58.5,19.59,36.06,48.39,26.21824,1.4310244,3.1599321,38.614,4.273785,9.436245,37.898,2.5248044,5.8165984,39.94682,29.0
Germany,DEU,2015,14.823544,50.459,37.171,80.624,18.977,80.62,18.98,38.73,50.460003,29.472189,1.3525369,2.962986,44.58,5.746268,12.585667,39.222,2.6492674,6.0461774,36.827896,29.0
Germany,DEU,2016,14.607312,51.103,36.67,79.924,20.546,79.92,20.55,38.1,51.1,29.499044,1.4321636,3.1961057,49.435,5.5711207,12.429818,40.677,2.5560908,5.9256263,37.246746,33.0
Germany,DEU,2017,16.196213,51.08,37.893,105.693,20.15,105.69,20.15,39.4,51.079998,33.48555,1.3784059,3.1191468,55.58,7.2301664,16.360428,42.291,2.5921555,6.098977,38.017643,32.0
Germany,DEU,2018,17.084951,50.972,43.459,109.951,17.693,109.95,17.69,43.46,50.97,35.097675,1.2341868,2.7958655,58.721,7.6697044,17.377356,45.156,3.0315113,6.8687572,39.05974,35.0
Germany,DEU,2019,18.768305,50.323,44.383,125.894,19.731,125.89,19.73,44.38,50.33,40.089077,1.407511,3.2911308,60.742,8.980649,20.999517,48.912,3.1660612,7.4029593,40.795673,40.0
Germany,DEU,2020,21.122828,51.092,48.641,132.102,18.322,132.1,18.72,49.5,51.16,44.332405,1.4019129,3.3000739,62.188,10.107821,23.287382,53.719,3.7217796,8.726157,39.174717,40.0
Germany,DEU,2021,19.453121,50.9,49.0,117.7,19.1,114.65,19.66,49.34,47.15,39.64001,1.423246,3.3766146,63.76,8.770474,19.691193,58.459,3.65126,8.474169,33.663513,
Germany,DEU,2022,,,,,,126.1,17.45,58.98,47.54,42.893654,,2.993139,,,21.629503,,,10.116638,,
Italy,ITA,1965,14.399823,2.676,0.0,0.0,42.634,0.0,42.634,0.0,2.676,,13.578179,,,0.0,,,0.0,,,
Italy,ITA,1966,13.78976,3.351,0.0,0.0,43.72,0.0,43.72,0.0,3.351,,12.821482,,,0.0,,,0.0,,,
Italy,ITA,1967,12.396455,3.475,0.0,0.0,42.34,0.0,42.34,0.0,3.475,,11.465374,,,0.0,,,0.0,,,
Italy,ITA,1968,11.592197,3.617,0.0,0.0,42.677,0.0,42.677,0.0,3.617,,10.694671,,,0.0,,,0.0,,,
Italy,ITA,1969,10.465505,3.812,0.0,0.0,41.166,0.0,41.166,0.0,3.812,,9.584585,,,0.0,,,0.0,,,
Italy,ITA,1970,9.408058,4.228,0.0,0.0,40.373,0.0,40.373,0.0,4.228,,8.514406,,,0.0,,,0.0,,,
Italy,ITA,1971,8.673787,4.209,0.0,0.0,39.079,0.0,39.079,0.0,4.209,,7.827654,,,0.0,,,0.0,,,
Italy,ITA,1972,8.6231785,3.807,0.0,0.0,41.348,0.0,41.348,0.0,3.807,,7.897364,,,0.0,,,0.0,,,
Italy,ITA,1973,7.5719647,3.845,0.0,0.0,37.523,0.0,37.523,0.0,3.845,,6.866788,,,0.0,,,0.0,,,
Italy,ITA,1974,7.7026577,4.245,0.0,0.0,37.795,0.0,37.795,0.0,4.245,,6.9186597,,,0.0,,,0.0,,,
Italy,ITA,1975,8.419504,3.986,0.0,0.0,41.021,0.0,41.021,0.0,3.986,,7.6705613,,,0.0,,,0.0,,,
Italy,ITA,1976,7.6167636,3.812,0.0,0.0,39.176,0.0,39.176,0.0,3.812,,6.941244,,,0.0,,,0.0,,,
Italy,ITA,1977,9.689524,3.73,0.0,0.0,51.139,0.0,51.139,0.0,3.73,,9.031369,,,0.0,,,0.0,,,
Italy,ITA,1978,8.498705,3.811,0.0,0.0,45.491,0.0,45.491,0.0,3.811,,7.8411274,,,0.0,,,0.0,,,
Italy,ITA,1979,8.319645,3.825,0.0,0.0,45.947,0.0,45.947,0.0,3.825,,7.6796002,,,0.0,,,0.0,,,
Italy,ITA,1980,8.439497,3.96,0.0,0.0,45.244,0.0,45.244,0.0,3.96,,7.761143,,,0.0,,,0.0,,,
Italy,ITA,1981,8.140425,3.469,0.0,0.0,43.034,0.0,43.034,0.0,3.469,,7.540241,,,0.0,,,0.0,,,
Italy,ITA,1982,8.032729,3.521,0.0,0.0,41.461,0.0,41.461,0.0,3.521,,7.4119062,,,0.0,,,0.0,,,
Italy,ITA,1983,8.177463,3.393,0.0,0.0,41.445,0.0,41.445,0.0,3.393,,7.5680466,,,0.0,,,0.0,,,
Italy,ITA,1984,8.236616,3.472,0.0,0.0,42.401,0.0,42.401,0.0,3.472,,7.623925,,,0.0,,,0.0,,,
Italy,ITA,1985,7.9867015,3.212,0.0,0.0,41.092,0.0,41.092,0.0,3.212,23.852695,7.418739,22.123396,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1986,7.8285484,3.501,0.0,0.0,41.096,0.0,41.096,0.0,3.501,23.187752,7.2224984,21.367441,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1987,7.361894,3.693,0.0,0.0,39.505,0.0,39.505,0.0,3.693,21.451843,6.742578,19.617922,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1988,7.3950276,3.787,0.0,0.0,40.676,0.0,40.676,0.0,3.787,21.84259,6.7756095,19.982216,,0.0,0.0,,0.0,0.0,,
Italy,ITA,1989,6.0182905,3.197,0.002020202,0.002,34.057,0.002,34.057,0.002020202,3.197,17.678774,5.519619,16.159904,,0.0003242874,0.0009489917,,0.00032733235,0.0009585775,,
Italy,ITA,1990,5.5439982,3.271,0.004,0.001919192,31.626,0.0,31.63,0.0,3.27,16.373446,5.0416975,14.839315,,0.00030549947,0.0,,0.0006379548,0.0,0.0,545.0
Italy,ITA,1991,7.020092,3.292,0.005,0.002878788,42.239,0.0,42.24,0.0,3.29,20.84421,6.528574,19.338003,,0.00044429753,0.0,,0.0007724388,0.0,0.0,
Italy,ITA,1992,7.082339,3.556,0.009,0.001919192,42.2,0.0,42.2,0.01,3.56,20.582811,6.54926,18.97738,,0.00029741146,0.0,,0.0013966676,0.00449701,0.0,
Italy,ITA,1993,7.1479244,3.783,0.011,0.003838384,41.425,0.0,41.42,0.01,3.79,20.611694,6.567815,18.879622,,0.0006091573,0.0,,0.0017440219,0.004558093,0.0,
Italy,ITA,1994,7.6455245,3.564,0.011,0.006717172,44.658,0.01,44.66,0.01,3.5700002,21.120598,7.0964465,19.549135,,0.001067322,0.0043773255,,0.0017479748,0.0043773255,0.0,
Italy,ITA,1995,6.312266,3.654,0.013,0.008636364,37.782,0.01,37.78,0.01,3.66,17.493671,5.769528,15.940928,,0.0013183131,0.004219409,,0.001985173,0.004219409,0.0,631.7
Italy,ITA,1996,7.0418596,4.139,0.014,0.031666666,42.037,0.03,42.04,0.01,4.14,19.334867,6.421277,17.586279,,0.004837181,0.012549676,0.016,0.002138538,0.0041832253,0.0,
Italy,ITA,1997,6.921144,4.47,0.015,0.118,41.603,0.12,41.6,0.01,4.46,18.790936,6.24692,16.923641,0.103,0.01771835,0.048818193,0.017,0.002252327,0.004068183,0.0,
Italy,ITA,1998,6.8061547,5.009,0.016,0.232,41.22,0.23,41.22,0.02,5.01,18.376627,6.050245,16.296999,0.197,0.034052804,0.090934254,0.018,0.0023484754,0.007907326,0.0,
Italy,ITA,1999,7.3128424,5.53,0.017,0.403,45.365,0.4,45.37,0.02,5.53,19.84532,6.4760513,17.54447,0.277,0.05753001,0.15467903,0.018,0.0024268276,0.007733952,0.0,
Italy,ITA,2000,7.1556435,6.099,0.018,0.563,44.2,0.56,44.2,0.02,6.0899997,18.900242,6.225878,16.42207,0.363,0.079302475,0.20806243,0.019,0.0025354265,0.0074308007,0.0,590.0
Italy,ITA,2001,7.6085052,6.338,0.019,1.179,46.811,1.18,46.81,0.02,6.34,20.049433,6.556299,17.267965,0.664,0.1651295,0.43529585,0.02,0.0026611239,0.007377896,0.0,573.0
Italy,ITA,2002,6.7783766,7.372,0.021,1.404,39.519,1.4,39.52,0.02,7.37,17.455557,5.5367227,14.27952,0.78,0.19670434,0.5058534,0.022,0.0029421605,0.0072264774,0.0,666.0
Italy,ITA,2003,6.33908,8.714,0.024,1.458,36.67,1.46,36.67,0.02,8.71,16.420212,4.9468937,12.849533,0.874,0.19668859,0.5115986,0.026,0.0032376759,0.0070081996,0.0,707.0
Italy,ITA,2004,7.220357,9.657,0.029,1.847,42.338,1.85,42.34,0.03,9.66,18.274939,5.551867,14.360819,1.127,0.24220084,0.62748027,0.031,0.0038028224,0.010175356,2.9394476,642.0
Italy,ITA,2005,6.4335437,9.998,0.031,2.343,36.067,2.34,36.07,0.03,9.99,16.376978,4.6937737,12.197349,1.635,0.30491894,0.79128903,0.034,0.0040343525,0.010144731,2.055556,671.0
Italy,ITA,2006,6.7299886,10.635,0.035,2.971,36.994,2.97,36.99,0.04,10.64,16.512863,4.806377,12.061826,1.902,0.38600168,0.9684677,0.045,0.0045473105,0.013043336,2.2919474,671.0
Italy,ITA,2007,6.4319706,10.827,0.039,4.034,32.815,4.03,32.82,0.04,10.83,15.533349,4.3191547,10.683247,2.702,0.53096056,1.3118064,0.11,0.005133233,0.01302041,2.076106,671.0
Italy,ITA,2008,8.19532,11.486,0.193,4.861,41.623,4.86,41.62,0.19,11.49,18.6112,5.538272,13.3184,3.525,0.6467948,1.5552,0.483,0.025680184,0.0608,7.279287,671.0
Italy,ITA,2009,10.585501,12.8987,0.677,6.543,49.138,6.54,49.14,0.68,12.9,24.083735,6.959877,17.08742,4.879,0.9267466,2.27415,1.264,0.09588988,0.23645595,8.685807,695.0
Italy,ITA,2010,11.43081,14.816,1.9057,9.1259,51.117,9.13,51.12,1.91,14.82,25.84002,6.966023,17.159544,5.7940000000000005,1.2436416,3.064684,3.592,0.25970128,0.64113325,9.046453,728.0
Italy,ITA,2011,12.443047,16.4867,10.7957,9.8564,45.823,9.86,45.82,10.8,16.48,27.67732,6.3270955,15.286582,6.918,1.3609407,3.2895174,13.131,1.4906362,3.6031227,6.8204136,728.0
Italy,ITA,2012,14.165737,18.0786,18.8617,13.4071,41.875,13.41,41.87,18.86,18.08,31.104963,5.9066763,14.122369,8.102,1.8911381,4.5230703,16.785,2.6605363,6.3613057,3.6217332,728.0
Italy,ITA,2013,17.610695,22.7493,21.5886,14.897,52.774,14.9,52.77,21.59,22.74,39.014874,7.738684,18.382277,8.542,2.184469,5.1903715,18.185,3.1657133,7.5208135,5.3124213,729.0
Italy,ITA,2014,19.739761,24.6487,22.3064,15.1783,58.545,15.18,58.55,22.31,24.64,43.497692,8.999735,21.103662,8.683,2.3332596,5.471453,18.594,3.4290154,8.041378,5.963248,768.0
Italy,ITA,2015,17.334675,25.5807,22.9422,14.8439,44.1053,14.84,45.54,22.94,25.57,38.757786,6.558825,16.20929,9.137,2.2074115,5.2820783,18.901,3.4116962,8.1651535,6.0315504,768.0
Italy,ITA,2016,17.009197,25.7972,22.1043,17.6887,40.6068,17.69,42.43,22.1,25.79,37.607937,5.9825654,14.773676,9.384,2.606061,6.1594706,19.283,3.2566078,7.694986,6.093992,767.0
Italy,ITA,2017,16.149738,25.5794,24.3777,17.7419,34.37274,17.74,36.2,24.38,25.57,35.41745,4.976216,12.34105,9.736578,2.5685332,6.0477962,19.682293,3.5292122,8.311459,7.311641,767.19
Italy,ITA,2018,17.727497,25.258,22.6538,17.7164,48.8248,17.72,48.79,22.65,25.25,39.810013,6.9688334,16.976929,10.230246,2.5286872,6.165837,20.10759,3.2334094,7.881276,7.8877335,767.19
Italy,ITA,2019,17.93995,25.6375,23.6889,20.0344,47.1548,20.2,46.32,23.69,25.619999,39.756306,6.8250337,15.898404,10.67946,2.8997145,6.933242,20.865275,3.4286547,8.131114,9.075994,767.0
Italy,ITA,2020,19.721262,25.654734,24.551,18.6082,45.728622,18.76,47.55,24.94,25.650002,42.039772,7.2984347,17.10001,10.870622,2.9699278,6.7465024,21.65004,3.918418,8.968965,12.99235,797.0
Italy,ITA,2021,18.36226,25.756252,25.066978,20.618114,43.05632,20.93,45.39,25.04,24.97,40.619434,6.3820415,15.849016,11.275622,3.0561287,7.3082156,22.69204,3.7155635,8.743321,12.720147,
Italy,ITA,2022,,,,,,19.91,29.94,27.73,24.029999,36.43764,,10.736571,,,7.139784,,,9.944058,,
Mexico,MEX,1965,8.934723,0.0,0.0,0.0,8.863,0.0,8.863,0.0,0.0,,8.934723,,,0.0,,,0.0,,,
Mexico,MEX,1966,9.63311,0.0,0.0,0.0,10.118,0.0,10.118,0.0,0.0,,9.63311,,,0.0,,,0.0,,,
Mexico,MEX,1967,10.291331,0.0,0.0,0.0,11.017,0.0,11.017,0.0,0.0,,10.291331,,,0.0,,,0.0,,,
Mexico,MEX,1968,10.842834,0.0,0.0,0.0,12.642,0.0,12.642,0.0,0.0,,10.842834,,,0.0,,,0.0,,,
Mexico,MEX,1969,10.4753,0.0,0.0,0.0,13.406,0.0,13.406,0.0,0.0,,10.4753,,,0.0,,,0.0,,,
Mexico,MEX,1970,10.981713,0.0,0.0,0.0,15.005,0.0,15.005,0.0,0.0,,10.981713,,,0.0,,,0.0,,,
Mexico,MEX,1971,10.142725,0.0,0.0,0.0,14.572,0.0,14.572,0.0,0.0,,10.142725,,,0.0,,,0.0,,,
Mexico,MEX,1972,9.780027,0.0,0.0,0.0,15.531,0.0,15.531,0.0,0.0,,9.780027,,,0.0,,,0.0,,,
Mexico,MEX,1973,9.648298,0.161,0.0,0.0,16.371,0.0,16.371,0.0,0.161,,9.558098,,,0.0,,,0.0,,,
Mexico,MEX,1974,9.094654,0.463,0.0,0.0,16.708,0.0,16.708,0.0,0.463,,8.859077,,,0.0,,,0.0,,,
Mexico,MEX,1975,7.7844524,0.518,0.0,0.0,15.182,0.0,15.182,0.0,0.518,,7.537663,,,0.0,,,0.0,,,
Mexico,MEX,1976,8.30845,0.579,0.0,0.0,17.255,0.0,17.255,0.0,0.579,,8.049266,,,0.0,,,0.0,,,
Mexico,MEX,1977,8.738277,0.592,0.0,0.0,19.193,0.0,19.193,0.0,0.592,,8.487074,,,0.0,,,0.0,,,
Mexico,MEX,1978,6.597964,0.598,0.0,0.0,16.217,0.0,16.217,0.0,0.598,,6.372474,,,0.0,,,0.0,,,
Mexico,MEX,1979,6.7473717,1.019,0.0,0.0,18.008,0.0,18.008,0.0,1.019,,6.399861,,,0.0,,,0.0,,,
Mexico,MEX,1980,5.803558,0.915,0.0,0.0,16.91,0.0,16.91,0.0,0.915,,5.5170903,,,0.0,,,0.0,,,
Mexico,MEX,1981,7.5373626,0.964,0.0,0.0,24.618,0.0,24.618,0.0,0.964,,7.264395,,,0.0,,,0.0,,,
Mexico,MEX,1982,6.8430967,1.296,0.0,0.0,22.924,0.0,22.924,0.0,1.296,,6.49096,,,0.0,,,0.0,,,
Mexico,MEX,1983,6.308686,1.353,0.0,0.0,20.733,0.0,20.733,0.0,1.353,,5.936908,,,0.0,,,0.0,,,
Mexico,MEX,1984,6.8312964,1.424,0.0,0.0,23.603,0.0,23.603,0.0,1.424,,6.457451,,,0.0,,,0.0,,,
Mexico,MEX,1985,7.82051,1.641,0.0,0.0,28.427292,0.0,28.427292,0.0,1.641,31.253574,7.410039,29.547886,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1986,6.596592,3.394,0.0,0.0,21.2975,0.0,21.2975,0.0,3.394,24.793179,5.7216263,21.3852,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1987,6.1185946,4.418,0.0,0.0,19.285194,0.0,19.285194,0.0,4.418,22.326666,5.0159335,18.165236,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1988,6.7846127,4.633,0.0,0.0,21.836111,0.0,21.836111,0.0,4.633,23.58453,5.636938,19.45643,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1989,7.2933803,4.675,0.0,0.0,25.354195,0.0,25.354195,0.0,4.675,25.014498,6.1969137,21.120195,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1990,6.8308434,5.124,0.001,0.001,24.480944,0.001,24.480944,0.001,5.124,25.177782,5.68796,20.818626,,0.00023135665,0.0008504013,,0.00023135665,0.0008504013,0.0,743.0
Mexico,MEX,1991,6.324605,5.8325124,0.002,0.001,22.625263,0.001,22.625263,0.002,5.8325124,22.136204,5.061256,17.597464,,0.00022275026,0.0007777794,,0.00044760195,0.0015555588,0.0,
Mexico,MEX,1992,7.251022,6.365523,0.003,0.001,26.813694,0.001,26.813694,0.003,6.365523,25.08641,5.8929014,20.27107,,0.00021883973,0.00075599697,,0.00065858365,0.002267991,0.0,
Mexico,MEX,1993,7.209392,6.4997606,0.004,0.001,26.65493,0.001,26.65493,0.004,6.4997606,24.627949,5.8281927,19.796814,,0.00021772584,0.00074270746,,0.0008750114,0.0029708298,0.0,
Mexico,MEX,1994,5.4481173,6.2185254,0.005,0.005,20.27132,0.005,20.27132,0.005,6.2185254,18.134733,4.1955853,13.872346,,0.0010343557,0.003421668,,0.0010343557,0.003421668,0.0,
Mexico,MEX,1995,7.1109824,6.4144435,0.005,0.007,27.598667,0.007,27.598667,0.005,6.4144435,22.629654,5.796837,18.355513,,0.0014699651,0.0046556084,,0.0010496932,0.0033254344,0.0,743.0
Mexico,MEX,1996,7.601215,6.184555,0.006,0.006,31.336277,0.006,31.336277,0.006,6.184555,23.968714,6.3794622,20.011553,,0.0012220396,0.0038316397,0.01,0.0012220396,0.0038316397,0.0,
Mexico,MEX,1997,6.423585,5.8832464,0.006,0.012,26.362097,0.012,26.362097,0.006,5.8832464,19.348513,5.279362,15.809502,0.002,0.0024031615,0.007196469,0.011,0.0012021264,0.0035982346,0.0,
Mexico,MEX,1998,5.862017,6.138586,0.007,0.015,24.592945,0.015,24.592945,0.007,6.138586,16.985353,4.7169094,13.582826,0.002,0.0028769819,0.008284587,0.012,0.0013423045,0.003866141,0.0,
Mexico,MEX,1999,7.305536,6.0600014,0.007,0.017,32.71232,0.017,32.71232,0.007,6.0600014,20.421417,6.1905947,17.218952,0.002,0.0032171444,0.008948377,0.013,0.0013244179,0.0036846262,0.0,
Mexico,MEX,2000,7.1508975,6.358645,0.007,0.019,33.07488,0.02,32.8,0.01,11.68,22.929117,5.977931,16.896765,0.017,0.0034340462,0.010302906,0.014,0.0012649014,0.005151453,0.0,855.0
Mexico,MEX,2001,6.3393073,6.247497,0.008,0.018,28.43533,0.02,28.22,0.01,11.309999,19.66496,5.1713114,14.027937,0.017,0.0032735253,0.009941841,0.015,0.0014547548,0.0049709203,0.0,838.0
Mexico,MEX,2002,5.4490385,6.07106,0.008,0.021,24.86159,0.02,24.7,0.01,10.940001,17.422094,4.355476,12.064081,0.018,0.00367897,0.009768487,0.016,0.001402138,0.0048842435,0.0,843.0
Mexico,MEX,2003,4.6524553,6.9497128,0.008,0.019,19.852205,0.02,19.68,0.01,12.4,15.853659,3.4287248,9.716599,0.018,0.00328153,0.009874593,0.016,0.0013813104,0.0049372963,0.0,960.0
Mexico,MEX,2004,5.303242,7.261834,0.009,0.02,25.176394,0.02,24.95,0.01,13.21,17.313446,4.0983152,11.311089,0.018,0.0032556818,0.0090670055,0.016,0.0014655973,0.0045335027,0.0,960.0
Mexico,MEX,2005,5.473337,8.137519,0.009,0.019,27.709446,0.02,27.38,0.01,14.88,18.278084,4.211103,11.833859,0.018,0.0028874904,0.008644164,0.016,0.0013681365,0.004322082,0.0,960.0
Mexico,MEX,2006,5.5860863,7.4873867,0.01,0.045,30.446474,0.06,30.09,0.01,13.469999,18.42561,4.456438,12.707462,0.101,0.006586638,0.025338909,0.016,0.0014637021,0.0042231516,0.0,960.0
Mexico,MEX,2007,5.209547,8.249913,0.009,0.248,27.339674,0.26,27.0,0.01,14.87,17.276155,3.9571528,11.069203,0.101,0.035895593,0.10659233,0.019,0.0013024505,0.004099705,0.0,960.0
Mexico,MEX,2008,6.696116,7.896158,0.019,0.255,39.223907,0.27,38.79,0.01,14.15,21.538712,5.520945,15.698733,0.101,0.035892416,0.109271936,0.019,0.0026743375,0.0040471083,0.0,963.0
Mexico,MEX,2009,4.9565783,7.547069,0.027,0.59635276,26.722006,0.6,26.45,0.01,13.53,16.536974,3.7718177,10.776126,0.425,0.08417534,0.24444899,0.0251,0.0038110623,0.0040741498,0.0,965.0
Mexico,MEX,2010,6.283124,7.4460497,0.031,1.2391111,37.15799,1.24,36.79,0.03,13.309999,19.42816,5.060967,13.913997,0.519,0.16876855,0.46896863,0.0298,0.0042222464,0.011346015,0.0,965.0
Mexico,MEX,2011,5.886854,7.3669243,0.041,1.6483214,36.27042,1.63,35.93,0.04,13.1,18.091637,4.685401,12.821154,0.601,0.21292964,0.5816443,0.0424,0.005296361,0.0142734805,0.0,887.0
Mexico,MEX,2012,5.4620795,6.7609353,0.069,3.6883104,31.910688,3.67,31.59,0.07,11.870001,16.575943,4.0740156,11.093942,1.815,0.47088408,1.2888498,0.0728,0.008809186,0.024582967,0.0,824.0
Mexico,MEX,2013,5.06007,7.322261,0.106,4.184544,28.021322,4.17,27.72,0.11,12.67,15.54929,3.5412524,9.649123,2.122,0.5288304,1.4515456,0.109,0.013395963,0.03829017,0.0,823.0
Mexico,MEX,2014,6.727102,7.1366343,0.221,6.4261966,38.89277,6.35,38.55,0.22,12.34,19.80082,4.907347,13.2844,2.569,0.81083405,2.1882215,0.174,0.027884968,0.0758124,0.0,813.0
Mexico,MEX,2015,6.0522633,7.632154,0.2021975,8.745094,30.89154,8.45,30.61,0.24,13.12,17.59769,3.8796492,10.2759495,3.271,1.098291,2.8367128,0.287,0.025393857,0.08056936,0.0,906.0
Mexico,MEX,2016,6.1314926,7.6092916,0.25227612,10.378095,30.697353,9.93,29.74,0.46,12.84,17.480696,3.7838523,9.814534,4.051,1.2792367,3.2770116,0.6326,0.031096343,0.15180516,0.0,926.0
Mexico,MEX,2017,6.372722,8.123817,1.1865062,10.6197815,31.847656,9.91,31.74,1.07,13.16,18.075953,3.84663,10.267193,4.199372,1.2826806,3.2056673,1.12574,0.14330882,0.34612152,0.0,925.7
Mexico,MEX,2018,6.939361,7.648148,3.18,13.088611,32.485554,12.53,32.3,1.36,12.59,17.703753,3.9177847,9.72833,4.875635,1.5784972,3.7738693,2.541,0.3835106,0.40961388,0.0,950.6
Mexico,MEX,2019,7.0507708,7.452208,7.366667,16.726667,23.608055,16.78,23.54,6.97,11.71,18.548794,2.9550245,7.4006543,6.050260000000001,2.09368,5.275403,4.426208,0.922087,2.1912727,0.0,935.6
Mexico,MEX,2020,9.475372,7.0345683,9.452778,19.70226,26.935242,19.77,26.74,11.24,11.440001,21.255222,3.9604142,8.214549,6.504433,2.896915,6.07336,5.149,1.389886,3.452937,0.0,906.0
