Entity,avg_renew_share,latest_renew_share,renew_share_growth,avg_wind_share,avg_solar_share,avg_hydro_share,renew_share_sd,cluster
North Macedonia,27.67358341666667,29.545452,0.35500616433564,1.2159637083333332,0.2494371858333333,25.66572566666667,6.513396582891008,2
Oman,0.08224386175,0.43763673,0.031706160506992126,0.0,0.08224386175,0.0,0.15474082442964293,2
Pakistan,30.663889666666662,29.739628,-0.3239004755244739,1.078436956041667,0.4159099105416666,28.019812166666664,2.4237081856736995,2
Papua New Guinea,33.85669866666666,26.54321,-1.3861553006992668,0.0,0.0,22.140616083333338,5.174105617726153,2
Philippines,25.38090716666667,22.125694,-0.6843487132866969,0.6653015646666667,0.6551598973333332,10.481457633333335,2.579279954084749,2
Poland,13.425092992307693,20.976837,0.9671380609889391,6.493736900000001,0.6722151841076922,1.346001576923077,3.947711153942073,2
Puerto Rico,1.7447839691666667,2.7960527,0.20160160283216275,0.6835636483333335,0.6136173733333333,0.39089037,0.7945140593117113,2
Qatar,0.08378337908333333,0.08421053,0.0034780507657344267,0.0,0.015679292083333334,0.0,0.028256272576720184,2
Russia,18.017976333333333,19.959293,0.30608751748250995,0.047895416625,0.06145877025000001,17.817518916666668,1.3042344130170307,2
Saint Kitts and Nevis,3.5569985249999996,4.5454545,0.2589834367132944,3.5569985249999996,0.0,0.0,2.1502548102706553,2
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Saint Vincent and the Grenadines,17.45879125,25.0,0.1739925699300489,0.0,0.0,17.45879125,5.607719883279269,2
Sao Tome and Principe,11.421957833333332,10.0,-0.03607511188807765,0.0,0.0,11.421957833333332,4.268606016809785,2
Saudi Arabia,0.024273607145454543,0.062124662,0.006048972669090732,0.0,0.024273607145454543,0.0,0.02236431341515755,2
Senegal,15.20057416666667,20.142603,0.3081008461538361,0.753470725,2.526499245,7.9135512666666665,2.298598242741386,2
Serbia,28.24357516666667,33.43219,0.2680178461538318,0.6950120258333333,0.018172579999999997,27.32309658333334,3.2343553482671523,2
